time_s,sport_x,sport_y,sport_z,sport_roll,sport_pitch,sport_yaw,sport_vx,sport_vy,sport_vz,sport_yaw_speed,body_height,mode,gait_type,error_code,odom_x,odom_y,odom_z,odom_roll,odom_pitch,odom_yaw,odom_vx,odom_vy,odom_vz,odom_wx,odom_wy,odom_wz
1779593377.524234,-0.129090,-0.019867,0.306632,-0.023900,0.005148,0.537845,-0.000000,0.000000,-0.000000,-0.019175,0.316236,0,0,100,-0.129093,-0.019871,0.306632,-0.023858,0.005140,0.537863,-0.000000,0.000000,-0.000000,-0.021305,-0.006392,0.012783
1779593377.528252,-0.129096,-0.019867,0.306633,-0.023890,0.005136,0.537850,0.000000,0.000000,-0.000000,0.009587,0.316238,0,0,100,-0.129090,-0.019867,0.306632,-0.023900,0.005148,0.537845,-0.000000,0.000000,-0.000000,-0.020240,-0.014914,-0.019175
1779593377.530251,-0.129092,-0.019872,0.306632,-0.023884,0.005140,0.537855,0.000000,-0.000000,-0.000000,0.006392,0.316234,0,0,100,-0.129090,-0.019867,0.306632,-0.023900,0.005148,0.537845,-0.000000,0.000000,-0.000000,-0.020240,-0.014914,-0.019175
1779593377.534252,-0.129093,-0.019869,0.306633,-0.023869,0.005138,0.537833,0.000000,-0.000000,0.000000,-0.007457,0.316239,0,0,100,-0.129092,-0.019872,0.306632,-0.023884,0.005140,0.537855,0.000000,-0.000000,-0.000000,-0.003196,0.001065,0.006392
1779593377.538254,-0.129092,-0.019870,0.306633,-0.023852,0.005146,0.537816,0.000000,-0.000000,-0.000000,-0.006392,0.316232,0,0,100,-0.129092,-0.019870,0.306633,-0.023852,0.005146,0.537817,0.000000,-0.000000,-0.000000,0.004261,0.004261,-0.006392
1779593377.540252,-0.129086,-0.019869,0.306633,-0.023858,0.005155,0.537799,0.000000,-0.000000,0.000000,-0.008522,0.316238,0,0,100,-0.129092,-0.019870,0.306633,-0.023852,0.005146,0.537817,0.000000,-0.000000,-0.000000,0.004261,0.004261,-0.006392
1779593377.544250,-0.129086,-0.019870,0.306633,-0.023872,0.005181,0.537777,-0.000000,0.000000,-0.000000,-0.004261,0.316232,0,0,100,-0.129086,-0.019870,0.306633,-0.023872,0.005181,0.537777,-0.000000,0.000000,-0.000000,-0.015979,-0.003196,-0.004261
1779593377.548258,-0.129091,-0.019870,0.306632,-0.023871,0.005169,0.537752,-0.000000,0.000000,-0.000000,-0.009587,0.316234,0,0,100,-0.129086,-0.019870,0.306633,-0.023872,0.005181,0.537777,-0.000000,0.000000,-0.000000,-0.015979,-0.003196,-0.004261
1779593377.550218,-0.129081,-0.019877,0.306632,-0.023857,0.005178,0.537733,0.000000,-0.000000,-0.000000,-0.005326,0.316236,0,0,100,-0.129081,-0.019877,0.306632,-0.023857,0.005178,0.537733,0.000000,-0.000000,-0.000000,0.003196,0.003196,-0.005326
1779593377.554225,-0.129087,-0.019872,0.306632,-0.023873,0.005159,0.537694,-0.000000,0.000000,-0.000000,-0.004261,0.316236,0,0,100,-0.129081,-0.019877,0.306632,-0.023857,0.005178,0.537733,0.000000,-0.000000,-0.000000,0.003196,0.003196,-0.005326
1779593377.558223,-0.129096,-0.019882,0.306632,-0.023860,0.005130,0.537653,-0.000000,-0.000000,-0.000000,-0.014914,0.316234,0,0,100,-0.129096,-0.019882,0.306632,-0.023860,0.005130,0.537654,-0.000000,-0.000000,-0.000000,-0.003196,-0.009587,-0.014914
1779593377.560297,-0.129090,-0.019883,0.306632,-0.023854,0.005136,0.537650,0.000000,-0.000000,-0.000000,-0.005326,0.316238,0,0,100,-0.129096,-0.019882,0.306632,-0.023860,0.005130,0.537654,-0.000000,-0.000000,-0.000000,-0.003196,-0.009587,-0.014914
1779593377.564347,-0.129090,-0.019887,0.306632,-0.023836,0.005130,0.537606,0.000000,0.000000,-0.000000,-0.008522,0.316231,0,0,100,-0.129096,-0.019882,0.306632,-0.023860,0.005130,0.537654,-0.000000,-0.000000,-0.000000,-0.003196,-0.009587,-0.014914
1779593377.566313,-0.129091,-0.019885,0.306632,-0.023835,0.005133,0.537603,0.000000,0.000000,-0.000000,-0.002131,0.316232,0,0,100,-0.129090,-0.019887,0.306632,-0.023836,0.005130,0.537606,0.000000,0.000000,-0.000000,-0.008522,-0.005326,-0.008522
1779593377.570293,-0.129087,-0.019893,0.306632,-0.023823,0.005122,0.537588,0.000000,0.000000,-0.000000,0.001065,0.316233,0,0,100,-0.129090,-0.019887,0.306632,-0.023836,0.005130,0.537606,0.000000,0.000000,-0.000000,-0.008522,-0.005326,-0.008522
1779593377.574264,-0.129088,-0.019890,0.306632,-0.023841,0.005131,0.537610,0.000000,0.000000,-0.000000,0.006392,0.316231,0,0,100,-0.129087,-0.019893,0.306632,-0.023823,0.005122,0.537588,0.000000,0.000000,-0.000000,-0.011718,0.005326,0.001065
1779593377.578257,-0.129094,-0.019883,0.306632,-0.023848,0.005113,0.537621,0.000000,0.000000,-0.000000,0.000000,0.316234,0,0,100,-0.129094,-0.019883,0.306632,-0.023848,0.005113,0.537621,0.000000,0.000000,-0.000000,-0.024501,-0.009587,0.000000
1779593377.580230,-0.129098,-0.019887,0.306632,-0.023850,0.005101,0.537634,-0.000000,0.000000,-0.000000,0.013848,0.316234,0,0,100,-0.129094,-0.019883,0.306632,-0.023848,0.005113,0.537621,0.000000,0.000000,-0.000000,-0.024501,-0.009587,0.000000
1779593377.584224,-0.129097,-0.019894,0.306632,-0.023828,0.005096,0.537655,-0.000000,-0.000000,-0.000000,0.006392,0.316231,0,0,100,-0.129097,-0.019894,0.306632,-0.023828,0.005096,0.537655,-0.000000,-0.000000,-0.000000,0.004261,-0.013848,0.006392
1779593377.588235,-0.129112,-0.019899,0.306632,-0.023824,0.005063,0.537675,-0.000000,0.000000,-0.000000,0.002131,0.316233,0,0,100,-0.129097,-0.019894,0.306632,-0.023828,0.005096,0.537655,-0.000000,-0.000000,-0.000000,0.004261,-0.013848,0.006392
1779593377.590256,-0.129111,-0.019906,0.306632,-0.023820,0.005066,0.537685,-0.000000,-0.000000,-0.000000,0.010653,0.316233,0,0,100,-0.129097,-0.019894,0.306632,-0.023828,0.005096,0.537655,-0.000000,-0.000000,-0.000000,0.004261,-0.013848,0.006392
1779593377.594251,-0.129118,-0.019907,0.306632,-0.023814,0.005039,0.537705,-0.000000,0.000000,-0.000000,0.001065,0.316234,0,0,100,-0.129111,-0.019906,0.306632,-0.023820,0.005066,0.537685,-0.000000,-0.000000,-0.000000,-0.006392,0.000000,0.010653
1779593377.598254,-0.129125,-0.019917,0.306632,-0.023805,0.005011,0.537735,-0.000000,-0.000000,-0.000000,0.018109,0.316233,0,0,100,-0.129111,-0.019906,0.306632,-0.023820,0.005066,0.537685,-0.000000,-0.000000,-0.000000,-0.006392,0.000000,0.010653
1779593377.600253,-0.129127,-0.019917,0.306632,-0.023815,0.005003,0.537744,-0.000000,0.000000,-0.000000,0.009587,0.316233,0,0,100,-0.129125,-0.019917,0.306632,-0.023805,0.005011,0.537735,-0.000000,-0.000000,-0.000000,0.000000,-0.003196,0.018109
1779593377.604251,-0.129127,-0.019912,0.306632,-0.023822,0.005005,0.537758,0.000000,0.000000,-0.000000,0.000000,0.316234,0,0,100,-0.129125,-0.019917,0.306632,-0.023805,0.005011,0.537735,-0.000000,-0.000000,-0.000000,0.000000,-0.003196,0.018109
1779593377.608253,-0.129133,-0.019897,0.306632,-0.023860,0.004997,0.537764,-0.000000,0.000000,-0.000000,0.004261,0.316234,0,0,100,-0.129127,-0.019912,0.306632,-0.023822,0.005005,0.537758,0.000000,0.000000,-0.000000,-0.010653,0.001065,0.000000
1779593377.610249,-0.129131,-0.019894,0.306632,-0.023870,0.005003,0.537772,0.000000,0.000000,0.000000,0.000000,0.316233,0,0,100,-0.129127,-0.019912,0.306632,-0.023822,0.005005,0.537758,0.000000,0.000000,-0.000000,-0.010653,0.001065,0.000000
1779593377.614260,-0.129129,-0.019898,0.306632,-0.023857,0.004997,0.537790,-0.000000,-0.000000,0.000000,0.000000,0.316236,0,0,100,-0.129131,-0.019894,0.306632,-0.023870,0.005003,0.537772,0.000000,0.000000,0.000000,-0.006392,0.004261,0.000000
