ix,iy,x,y,occupied
20,35,-1.70838,-0.76986,1
21,35,-1.65838,-0.76986,1
30,35,-1.20838,-0.76986,1
31,35,-1.15838,-0.76986,1
32,35,-1.10838,-0.76986,1
33,35,-1.05838,-0.76986,1
34,35,-1.00838,-0.76986,1
37,35,-0.85838,-0.76986,1
39,35,-0.75838,-0.76986,1
40,35,-0.70838,-0.76986,1
41,35,-0.65838,-0.76986,1
42,35,-0.60838,-0.76986,1
50,35,-0.20838,-0.76986,1
52,35,-0.10838,-0.76986,1
54,35,-0.00838,-0.76986,1
60,35,0.29162,-0.76986,1
65,35,0.54162,-0.76986,1
67,35,0.64162,-0.76986,1
70,35,0.79162,-0.76986,1
71,35,0.84162,-0.76986,1
72,35,0.89162,-0.76986,1
73,35,0.94162,-0.76986,1
74,35,0.99162,-0.76986,1
75,35,1.04162,-0.76986,1
76,35,1.09162,-0.76986,1
77,35,1.14162,-0.76986,1
78,35,1.19162,-0.76986,1
79,35,1.24162,-0.76986,1
122,35,3.39162,-0.76986,1
123,35,3.44162,-0.76986,1
124,35,3.49162,-0.76986,1
125,35,3.54162,-0.76986,1
126,35,3.59162,-0.76986,1
128,35,3.69162,-0.76986,1
12,36,-2.10838,-0.71986,1
14,36,-2.00838,-0.71986,1
16,36,-1.90838,-0.71986,1
17,36,-1.85838,-0.71986,1
18,36,-1.80838,-0.71986,1
19,36,-1.75838,-0.71986,1
20,36,-1.70838,-0.71986,1
30,36,-1.20838,-0.71986,1
33,36,-1.05838,-0.71986,1
34,36,-1.00838,-0.71986,1
35,36,-0.95838,-0.71986,1
36,36,-0.90838,-0.71986,1
37,36,-0.85838,-0.71986,1
38,36,-0.80838,-0.71986,1
40,36,-0.70838,-0.71986,1
41,36,-0.65838,-0.71986,1
42,36,-0.60838,-0.71986,1
55,36,0.04162,-0.71986,1
64,36,0.49162,-0.71986,1
65,36,0.54162,-0.71986,1
66,36,0.59162,-0.71986,1
67,36,0.64162,-0.71986,1
69,36,0.74162,-0.71986,1
70,36,0.79162,-0.71986,1
71,36,0.84162,-0.71986,1
72,36,0.89162,-0.71986,1
73,36,0.94162,-0.71986,1
74,36,0.99162,-0.71986,1
75,36,1.04162,-0.71986,1
77,36,1.14162,-0.71986,1
78,36,1.19162,-0.71986,1
79,36,1.24162,-0.71986,1
81,36,1.34162,-0.71986,1
121,36,3.34162,-0.71986,1
125,36,3.54162,-0.71986,1
126,36,3.59162,-0.71986,1
128,36,3.69162,-0.71986,1
14,37,-2.00838,-0.66986,1
15,37,-1.95838,-0.66986,1
17,37,-1.85838,-0.66986,1
18,37,-1.80838,-0.66986,1
33,37,-1.05838,-0.66986,1
34,37,-1.00838,-0.66986,1
41,37,-0.65838,-0.66986,1
42,37,-0.60838,-0.66986,1
43,37,-0.55838,-0.66986,1
44,37,-0.50838,-0.66986,1
53,37,-0.05838,-0.66986,1
55,37,0.04162,-0.66986,1
62,37,0.39162,-0.66986,1
65,37,0.54162,-0.66986,1
66,37,0.59162,-0.66986,1
67,37,0.64162,-0.66986,1
69,37,0.74162,-0.66986,1
70,37,0.79162,-0.66986,1
71,37,0.84162,-0.66986,1
72,37,0.89162,-0.66986,1
73,37,0.94162,-0.66986,1
74,37,0.99162,-0.66986,1
76,37,1.09162,-0.66986,1
77,37,1.14162,-0.66986,1
78,37,1.19162,-0.66986,1
79,37,1.24162,-0.66986,1
123,37,3.44162,-0.66986,1
125,37,3.54162,-0.66986,1
126,37,3.59162,-0.66986,1
15,38,-1.95838,-0.61986,1
17,38,-1.85838,-0.61986,1
19,38,-1.75838,-0.61986,1
20,38,-1.70838,-0.61986,1
21,38,-1.65838,-0.61986,1
35,38,-0.95838,-0.61986,1
39,38,-0.75838,-0.61986,1
42,38,-0.60838,-0.61986,1
43,38,-0.55838,-0.61986,1
44,38,-0.50838,-0.61986,1
52,38,-0.10838,-0.61986,1
54,38,-0.00838,-0.61986,1
56,38,0.09162,-0.61986,1
60,38,0.29162,-0.61986,1
62,38,0.39162,-0.61986,1
65,38,0.54162,-0.61986,1
66,38,0.59162,-0.61986,1
67,38,0.64162,-0.61986,1
69,38,0.74162,-0.61986,1
70,38,0.79162,-0.61986,1
71,38,0.84162,-0.61986,1
77,38,1.14162,-0.61986,1
78,38,1.19162,-0.61986,1
79,38,1.24162,-0.61986,1
80,38,1.29162,-0.61986,1
82,38,1.39162,-0.61986,1
125,38,3.54162,-0.61986,1
126,38,3.59162,-0.61986,1
13,39,-2.05838,-0.56986,1
14,39,-2.00838,-0.56986,1
17,39,-1.85838,-0.56986,1
18,39,-1.80838,-0.56986,1
19,39,-1.75838,-0.56986,1
20,39,-1.70838,-0.56986,1
21,39,-1.65838,-0.56986,1
32,39,-1.10838,-0.56986,1
33,39,-1.05838,-0.56986,1
36,39,-0.90838,-0.56986,1
37,39,-0.85838,-0.56986,1
39,39,-0.75838,-0.56986,1
41,39,-0.65838,-0.56986,1
42,39,-0.60838,-0.56986,1
43,39,-0.55838,-0.56986,1
44,39,-0.50838,-0.56986,1
45,39,-0.45838,-0.56986,1
54,39,-0.00838,-0.56986,1
55,39,0.04162,-0.56986,1
56,39,0.09162,-0.56986,1
58,39,0.19162,-0.56986,1
59,39,0.24162,-0.56986,1
63,39,0.44162,-0.56986,1
65,39,0.54162,-0.56986,1
66,39,0.59162,-0.56986,1
68,39,0.69162,-0.56986,1
69,39,0.74162,-0.56986,1
70,39,0.79162,-0.56986,1
71,39,0.84162,-0.56986,1
76,39,1.09162,-0.56986,1
77,39,1.14162,-0.56986,1
78,39,1.19162,-0.56986,1
79,39,1.24162,-0.56986,1
80,39,1.29162,-0.56986,1
94,39,1.99162,-0.56986,1
112,39,2.89162,-0.56986,1
113,39,2.94162,-0.56986,1
114,39,2.99162,-0.56986,1
122,39,3.39162,-0.56986,1
125,39,3.54162,-0.56986,1
127,39,3.64162,-0.56986,1
15,40,-1.95838,-0.51986,1
17,40,-1.85838,-0.51986,1
18,40,-1.80838,-0.51986,1
19,40,-1.75838,-0.51986,1
20,40,-1.70838,-0.51986,1
21,40,-1.65838,-0.51986,1
38,40,-0.80838,-0.51986,1
39,40,-0.75838,-0.51986,1
40,40,-0.70838,-0.51986,1
41,40,-0.65838,-0.51986,1
42,40,-0.60838,-0.51986,1
43,40,-0.55838,-0.51986,1
44,40,-0.50838,-0.51986,1
46,40,-0.40838,-0.51986,1
48,40,-0.30838,-0.51986,1
49,40,-0.25838,-0.51986,1
50,40,-0.20838,-0.51986,1
53,40,-0.05838,-0.51986,1
54,40,-0.00838,-0.51986,1
55,40,0.04162,-0.51986,1
56,40,0.09162,-0.51986,1
57,40,0.14162,-0.51986,1
58,40,0.19162,-0.51986,1
59,40,0.24162,-0.51986,1
60,40,0.29162,-0.51986,1
62,40,0.39162,-0.51986,1
64,40,0.49162,-0.51986,1
65,40,0.54162,-0.51986,1
66,40,0.59162,-0.51986,1
77,40,1.14162,-0.51986,1
78,40,1.19162,-0.51986,1
79,40,1.24162,-0.51986,1
80,40,1.29162,-0.51986,1
92,40,1.89162,-0.51986,1
112,40,2.89162,-0.51986,1
114,40,2.99162,-0.51986,1
127,40,3.64162,-0.51986,1
14,41,-2.00838,-0.46986,1
15,41,-1.95838,-0.46986,1
16,41,-1.90838,-0.46986,1
18,41,-1.80838,-0.46986,1
19,41,-1.75838,-0.46986,1
20,41,-1.70838,-0.46986,1
36,41,-0.90838,-0.46986,1
39,41,-0.75838,-0.46986,1
41,41,-0.65838,-0.46986,1
44,41,-0.50838,-0.46986,1
45,41,-0.45838,-0.46986,1
46,41,-0.40838,-0.46986,1
47,41,-0.35838,-0.46986,1
51,41,-0.15838,-0.46986,1
54,41,-0.00838,-0.46986,1
55,41,0.04162,-0.46986,1
56,41,0.09162,-0.46986,1
57,41,0.14162,-0.46986,1
62,41,0.39162,-0.46986,1
64,41,0.49162,-0.46986,1
65,41,0.54162,-0.46986,1
66,41,0.59162,-0.46986,1
79,41,1.24162,-0.46986,1
80,41,1.29162,-0.46986,1
91,41,1.84162,-0.46986,1
93,41,1.94162,-0.46986,1
94,41,1.99162,-0.46986,1
105,41,2.54162,-0.46986,1
108,41,2.69162,-0.46986,1
109,41,2.74162,-0.46986,1
115,41,3.04162,-0.46986,1
126,41,3.59162,-0.46986,1
13,42,-2.05838,-0.41986,1
14,42,-2.00838,-0.41986,1
15,42,-1.95838,-0.41986,1
18,42,-1.80838,-0.41986,1
19,42,-1.75838,-0.41986,1
43,42,-0.55838,-0.41986,1
44,42,-0.50838,-0.41986,1
45,42,-0.45838,-0.41986,1
46,42,-0.40838,-0.41986,1
55,42,0.04162,-0.41986,1
56,42,0.09162,-0.41986,1
57,42,0.14162,-0.41986,1
58,42,0.19162,-0.41986,1
59,42,0.24162,-0.41986,1
60,42,0.29162,-0.41986,1
61,42,0.34162,-0.41986,1
62,42,0.39162,-0.41986,1
63,42,0.44162,-0.41986,1
64,42,0.49162,-0.41986,1
65,42,0.54162,-0.41986,1
66,42,0.59162,-0.41986,1
88,42,1.69162,-0.41986,1
89,42,1.74162,-0.41986,1
90,42,1.79162,-0.41986,1
91,42,1.84162,-0.41986,1
92,42,1.89162,-0.41986,1
93,42,1.94162,-0.41986,1
95,42,2.04162,-0.41986,1
100,42,2.29162,-0.41986,1
103,42,2.44162,-0.41986,1
107,42,2.64162,-0.41986,1
110,42,2.79162,-0.41986,1
113,42,2.94162,-0.41986,1
114,42,2.99162,-0.41986,1
127,42,3.64162,-0.41986,1
15,43,-1.95838,-0.36986,1
18,43,-1.80838,-0.36986,1
19,43,-1.75838,-0.36986,1
44,43,-0.50838,-0.36986,1
55,43,0.04162,-0.36986,1
56,43,0.09162,-0.36986,1
57,43,0.14162,-0.36986,1
58,43,0.19162,-0.36986,1
59,43,0.24162,-0.36986,1
60,43,0.29162,-0.36986,1
61,43,0.34162,-0.36986,1
63,43,0.44162,-0.36986,1
64,43,0.49162,-0.36986,1
86,43,1.59162,-0.36986,1
88,43,1.69162,-0.36986,1
89,43,1.74162,-0.36986,1
90,43,1.79162,-0.36986,1
91,43,1.84162,-0.36986,1
92,43,1.89162,-0.36986,1
93,43,1.94162,-0.36986,1
94,43,1.99162,-0.36986,1
104,43,2.49162,-0.36986,1
106,43,2.59162,-0.36986,1
114,43,2.99162,-0.36986,1
115,43,3.04162,-0.36986,1
126,43,3.59162,-0.36986,1
16,44,-1.90838,-0.31986,1
18,44,-1.80838,-0.31986,1
19,44,-1.75838,-0.31986,1
54,44,-0.00838,-0.31986,1
55,44,0.04162,-0.31986,1
56,44,0.09162,-0.31986,1
57,44,0.14162,-0.31986,1
58,44,0.19162,-0.31986,1
59,44,0.24162,-0.31986,1
60,44,0.29162,-0.31986,1
61,44,0.34162,-0.31986,1
63,44,0.44162,-0.31986,1
64,44,0.49162,-0.31986,1
87,44,1.64162,-0.31986,1
88,44,1.69162,-0.31986,1
89,44,1.74162,-0.31986,1
90,44,1.79162,-0.31986,1
91,44,1.84162,-0.31986,1
92,44,1.89162,-0.31986,1
93,44,1.94162,-0.31986,1
94,44,1.99162,-0.31986,1
95,44,2.04162,-0.31986,1
96,44,2.09162,-0.31986,1
102,44,2.39162,-0.31986,1
104,44,2.49162,-0.31986,1
105,44,2.54162,-0.31986,1
107,44,2.64162,-0.31986,1
108,44,2.69162,-0.31986,1
114,44,2.99162,-0.31986,1
116,44,3.09162,-0.31986,1
127,44,3.64162,-0.31986,1
20,45,-1.70838,-0.26986,1
57,45,0.14162,-0.26986,1
86,45,1.59162,-0.26986,1
87,45,1.64162,-0.26986,1
88,45,1.69162,-0.26986,1
89,45,1.74162,-0.26986,1
90,45,1.79162,-0.26986,1
91,45,1.84162,-0.26986,1
92,45,1.89162,-0.26986,1
93,45,1.94162,-0.26986,1
94,45,1.99162,-0.26986,1
95,45,2.04162,-0.26986,1
97,45,2.14162,-0.26986,1
98,45,2.19162,-0.26986,1
102,45,2.39162,-0.26986,1
103,45,2.44162,-0.26986,1
108,45,2.69162,-0.26986,1
127,45,3.64162,-0.26986,1
15,46,-1.95838,-0.21986,1
23,46,-1.55838,-0.21986,1
25,46,-1.45838,-0.21986,1
59,46,0.24162,-0.21986,1
86,46,1.59162,-0.21986,1
87,46,1.64162,-0.21986,1
88,46,1.69162,-0.21986,1
89,46,1.74162,-0.21986,1
90,46,1.79162,-0.21986,1
91,46,1.84162,-0.21986,1
92,46,1.89162,-0.21986,1
93,46,1.94162,-0.21986,1
94,46,1.99162,-0.21986,1
95,46,2.04162,-0.21986,1
97,46,2.14162,-0.21986,1
98,46,2.19162,-0.21986,1
99,46,2.24162,-0.21986,1
102,46,2.39162,-0.21986,1
103,46,2.44162,-0.21986,1
104,46,2.49162,-0.21986,1
105,46,2.54162,-0.21986,1
114,46,2.99162,-0.21986,1
127,46,3.64162,-0.21986,1
128,46,3.69162,-0.21986,1
24,47,-1.50838,-0.16986,1
26,47,-1.40838,-0.16986,1
27,47,-1.35838,-0.16986,1
86,47,1.59162,-0.16986,1
87,47,1.64162,-0.16986,1
88,47,1.69162,-0.16986,1
89,47,1.74162,-0.16986,1
90,47,1.79162,-0.16986,1
91,47,1.84162,-0.16986,1
92,47,1.89162,-0.16986,1
94,47,1.99162,-0.16986,1
95,47,2.04162,-0.16986,1
96,47,2.09162,-0.16986,1
97,47,2.14162,-0.16986,1
98,47,2.19162,-0.16986,1
100,47,2.29162,-0.16986,1
101,47,2.34162,-0.16986,1
102,47,2.39162,-0.16986,1
103,47,2.44162,-0.16986,1
106,47,2.59162,-0.16986,1
107,47,2.64162,-0.16986,1
114,47,2.99162,-0.16986,1
115,47,3.04162,-0.16986,1
127,47,3.64162,-0.16986,1
128,47,3.69162,-0.16986,1
26,48,-1.40838,-0.11986,1
27,48,-1.35838,-0.11986,1
28,48,-1.30838,-0.11986,1
86,48,1.59162,-0.11986,1
87,48,1.64162,-0.11986,1
88,48,1.69162,-0.11986,1
89,48,1.74162,-0.11986,1
90,48,1.79162,-0.11986,1
91,48,1.84162,-0.11986,1
92,48,1.89162,-0.11986,1
95,48,2.04162,-0.11986,1
97,48,2.14162,-0.11986,1
98,48,2.19162,-0.11986,1
99,48,2.24162,-0.11986,1
102,48,2.39162,-0.11986,1
103,48,2.44162,-0.11986,1
104,48,2.49162,-0.11986,1
114,48,2.99162,-0.11986,1
115,48,3.04162,-0.11986,1
128,48,3.69162,-0.11986,1
129,48,3.74162,-0.11986,1
28,49,-1.30838,-0.06986,1
29,49,-1.25838,-0.06986,1
30,49,-1.20838,-0.06986,1
86,49,1.59162,-0.06986,1
87,49,1.64162,-0.06986,1
88,49,1.69162,-0.06986,1
89,49,1.74162,-0.06986,1
90,49,1.79162,-0.06986,1
91,49,1.84162,-0.06986,1
92,49,1.89162,-0.06986,1
94,49,1.99162,-0.06986,1
95,49,2.04162,-0.06986,1
96,49,2.09162,-0.06986,1
97,49,2.14162,-0.06986,1
101,49,2.34162,-0.06986,1
104,49,2.49162,-0.06986,1
115,49,3.04162,-0.06986,1
125,49,3.54162,-0.06986,1
126,49,3.59162,-0.06986,1
127,49,3.64162,-0.06986,1
128,49,3.69162,-0.06986,1
28,50,-1.30838,-0.01986,1
29,50,-1.25838,-0.01986,1
30,50,-1.20838,-0.01986,1
31,50,-1.15838,-0.01986,1
32,50,-1.10838,-0.01986,1
86,50,1.59162,-0.01986,1
87,50,1.64162,-0.01986,1
88,50,1.69162,-0.01986,1
89,50,1.74162,-0.01986,1
90,50,1.79162,-0.01986,1
91,50,1.84162,-0.01986,1
92,50,1.89162,-0.01986,1
94,50,1.99162,-0.01986,1
95,50,2.04162,-0.01986,1
96,50,2.09162,-0.01986,1
97,50,2.14162,-0.01986,1
98,50,2.19162,-0.01986,1
113,50,2.94162,-0.01986,1
115,50,3.04162,-0.01986,1
116,50,3.09162,-0.01986,1
128,50,3.69162,-0.01986,1
129,50,3.74162,-0.01986,1
29,51,-1.25838,0.03014,1
30,51,-1.20838,0.03014,1
31,51,-1.15838,0.03014,1
32,51,-1.10838,0.03014,1
54,51,-0.00838,0.03014,1
86,51,1.59162,0.03014,1
87,51,1.64162,0.03014,1
88,51,1.69162,0.03014,1
89,51,1.74162,0.03014,1
90,51,1.79162,0.03014,1
91,51,1.84162,0.03014,1
92,51,1.89162,0.03014,1
93,51,1.94162,0.03014,1
94,51,1.99162,0.03014,1
95,51,2.04162,0.03014,1
96,51,2.09162,0.03014,1
97,51,2.14162,0.03014,1
103,51,2.44162,0.03014,1
104,51,2.49162,0.03014,1
113,51,2.94162,0.03014,1
114,51,2.99162,0.03014,1
117,51,3.14162,0.03014,1
126,51,3.59162,0.03014,1
128,51,3.69162,0.03014,1
129,51,3.74162,0.03014,1
30,52,-1.20838,0.08014,1
31,52,-1.15838,0.08014,1
32,52,-1.10838,0.08014,1
52,52,-0.10838,0.08014,1
53,52,-0.05838,0.08014,1
87,52,1.64162,0.08014,1
88,52,1.69162,0.08014,1
89,52,1.74162,0.08014,1
90,52,1.79162,0.08014,1
91,52,1.84162,0.08014,1
92,52,1.89162,0.08014,1
93,52,1.94162,0.08014,1
94,52,1.99162,0.08014,1
95,52,2.04162,0.08014,1
96,52,2.09162,0.08014,1
103,52,2.44162,0.08014,1
110,52,2.79162,0.08014,1
113,52,2.94162,0.08014,1
115,52,3.04162,0.08014,1
116,52,3.09162,0.08014,1
117,52,3.14162,0.08014,1
118,52,3.19162,0.08014,1
128,52,3.69162,0.08014,1
129,52,3.74162,0.08014,1
31,53,-1.15838,0.13014,1
32,53,-1.10838,0.13014,1
33,53,-1.05838,0.13014,1
34,53,-1.00838,0.13014,1
51,53,-0.15838,0.13014,1
88,53,1.69162,0.13014,1
89,53,1.74162,0.13014,1
90,53,1.79162,0.13014,1
91,53,1.84162,0.13014,1
92,53,1.89162,0.13014,1
93,53,1.94162,0.13014,1
94,53,1.99162,0.13014,1
95,53,2.04162,0.13014,1
97,53,2.14162,0.13014,1
101,53,2.34162,0.13014,1
103,53,2.44162,0.13014,1
104,53,2.49162,0.13014,1
107,53,2.64162,0.13014,1
113,53,2.94162,0.13014,1
114,53,2.99162,0.13014,1
115,53,3.04162,0.13014,1
116,53,3.09162,0.13014,1
129,53,3.74162,0.13014,1
32,54,-1.10838,0.18014,1
33,54,-1.05838,0.18014,1
34,54,-1.00838,0.18014,1
90,54,1.79162,0.18014,1
91,54,1.84162,0.18014,1
92,54,1.89162,0.18014,1
93,54,1.94162,0.18014,1
94,54,1.99162,0.18014,1
95,54,2.04162,0.18014,1
96,54,2.09162,0.18014,1
98,54,2.19162,0.18014,1
100,54,2.29162,0.18014,1
103,54,2.44162,0.18014,1
104,54,2.49162,0.18014,1
108,54,2.69162,0.18014,1
110,54,2.79162,0.18014,1
111,54,2.84162,0.18014,1
113,54,2.94162,0.18014,1
114,54,2.99162,0.18014,1
116,54,3.09162,0.18014,1
127,54,3.64162,0.18014,1
128,54,3.69162,0.18014,1
129,54,3.74162,0.18014,1
33,55,-1.05838,0.23014,1
34,55,-1.00838,0.23014,1
35,55,-0.95838,0.23014,1
36,55,-0.90838,0.23014,1
91,55,1.84162,0.23014,1
92,55,1.89162,0.23014,1
93,55,1.94162,0.23014,1
94,55,1.99162,0.23014,1
95,55,2.04162,0.23014,1
96,55,2.09162,0.23014,1
97,55,2.14162,0.23014,1
103,55,2.44162,0.23014,1
104,55,2.49162,0.23014,1
105,55,2.54162,0.23014,1
108,55,2.69162,0.23014,1
111,55,2.84162,0.23014,1
113,55,2.94162,0.23014,1
114,55,2.99162,0.23014,1
115,55,3.04162,0.23014,1
118,55,3.19162,0.23014,1
127,55,3.64162,0.23014,1
128,55,3.69162,0.23014,1
129,55,3.74162,0.23014,1
130,55,3.79162,0.23014,1
34,56,-1.00838,0.28014,1
35,56,-0.95838,0.28014,1
36,56,-0.90838,0.28014,1
37,56,-0.85838,0.28014,1
38,56,-0.80838,0.28014,1
91,56,1.84162,0.28014,1
92,56,1.89162,0.28014,1
93,56,1.94162,0.28014,1
94,56,1.99162,0.28014,1
95,56,2.04162,0.28014,1
103,56,2.44162,0.28014,1
104,56,2.49162,0.28014,1
106,56,2.59162,0.28014,1
109,56,2.74162,0.28014,1
110,56,2.79162,0.28014,1
111,56,2.84162,0.28014,1
113,56,2.94162,0.28014,1
114,56,2.99162,0.28014,1
115,56,3.04162,0.28014,1
117,56,3.14162,0.28014,1
118,56,3.19162,0.28014,1
119,56,3.24162,0.28014,1
120,56,3.29162,0.28014,1
125,56,3.54162,0.28014,1
127,56,3.64162,0.28014,1
128,56,3.69162,0.28014,1
129,56,3.74162,0.28014,1
130,56,3.79162,0.28014,1
35,57,-0.95838,0.33014,1
36,57,-0.90838,0.33014,1
37,57,-0.85838,0.33014,1
38,57,-0.80838,0.33014,1
39,57,-0.75838,0.33014,1
40,57,-0.70838,0.33014,1
41,57,-0.65838,0.33014,1
42,57,-0.60838,0.33014,1
72,57,0.89162,0.33014,1
103,57,2.44162,0.33014,1
104,57,2.49162,0.33014,1
105,57,2.54162,0.33014,1
106,57,2.59162,0.33014,1
107,57,2.64162,0.33014,1
108,57,2.69162,0.33014,1
109,57,2.74162,0.33014,1
114,57,2.99162,0.33014,1
115,57,3.04162,0.33014,1
116,57,3.09162,0.33014,1
126,57,3.59162,0.33014,1
127,57,3.64162,0.33014,1
128,57,3.69162,0.33014,1
129,57,3.74162,0.33014,1
130,57,3.79162,0.33014,1
34,58,-1.00838,0.38014,1
35,58,-0.95838,0.38014,1
36,58,-0.90838,0.38014,1
37,58,-0.85838,0.38014,1
38,58,-0.80838,0.38014,1
39,58,-0.75838,0.38014,1
40,58,-0.70838,0.38014,1
41,58,-0.65838,0.38014,1
42,58,-0.60838,0.38014,1
104,58,2.49162,0.38014,1
105,58,2.54162,0.38014,1
106,58,2.59162,0.38014,1
110,58,2.79162,0.38014,1
112,58,2.89162,0.38014,1
114,58,2.99162,0.38014,1
125,58,3.54162,0.38014,1
127,58,3.64162,0.38014,1
128,58,3.69162,0.38014,1
129,58,3.74162,0.38014,1
130,58,3.79162,0.38014,1
33,59,-1.05838,0.43014,1
34,59,-1.00838,0.43014,1
35,59,-0.95838,0.43014,1
36,59,-0.90838,0.43014,1
37,59,-0.85838,0.43014,1
39,59,-0.75838,0.43014,1
104,59,2.49162,0.43014,1
105,59,2.54162,0.43014,1
106,59,2.59162,0.43014,1
107,59,2.64162,0.43014,1
112,59,2.89162,0.43014,1
113,59,2.94162,0.43014,1
114,59,2.99162,0.43014,1
115,59,3.04162,0.43014,1
116,59,3.09162,0.43014,1
117,59,3.14162,0.43014,1
122,59,3.39162,0.43014,1
123,59,3.44162,0.43014,1
124,59,3.49162,0.43014,1
127,59,3.64162,0.43014,1
128,59,3.69162,0.43014,1
129,59,3.74162,0.43014,1
130,59,3.79162,0.43014,1
32,60,-1.10838,0.48014,1
33,60,-1.05838,0.48014,1
34,60,-1.00838,0.48014,1
35,60,-0.95838,0.48014,1
104,60,2.49162,0.48014,1
105,60,2.54162,0.48014,1
106,60,2.59162,0.48014,1
107,60,2.64162,0.48014,1
109,60,2.74162,0.48014,1
112,60,2.89162,0.48014,1
114,60,2.99162,0.48014,1
115,60,3.04162,0.48014,1
116,60,3.09162,0.48014,1
117,60,3.14162,0.48014,1
118,60,3.19162,0.48014,1
119,60,3.24162,0.48014,1
120,60,3.29162,0.48014,1
121,60,3.34162,0.48014,1
123,60,3.44162,0.48014,1
127,60,3.64162,0.48014,1
128,60,3.69162,0.48014,1
129,60,3.74162,0.48014,1
130,60,3.79162,0.48014,1
31,61,-1.15838,0.53014,1
32,61,-1.10838,0.53014,1
33,61,-1.05838,0.53014,1
102,61,2.39162,0.53014,1
103,61,2.44162,0.53014,1
104,61,2.49162,0.53014,1
105,61,2.54162,0.53014,1
106,61,2.59162,0.53014,1
107,61,2.64162,0.53014,1
108,61,2.69162,0.53014,1
110,61,2.79162,0.53014,1
111,61,2.84162,0.53014,1
113,61,2.94162,0.53014,1
114,61,2.99162,0.53014,1
115,61,3.04162,0.53014,1
116,61,3.09162,0.53014,1
117,61,3.14162,0.53014,1
118,61,3.19162,0.53014,1
120,61,3.29162,0.53014,1
121,61,3.34162,0.53014,1
122,61,3.39162,0.53014,1
126,61,3.59162,0.53014,1
127,61,3.64162,0.53014,1
128,61,3.69162,0.53014,1
129,61,3.74162,0.53014,1
130,61,3.79162,0.53014,1
30,62,-1.20838,0.58014,1
31,62,-1.15838,0.58014,1
32,62,-1.10838,0.58014,1
33,62,-1.05838,0.58014,1
100,62,2.29162,0.58014,1
101,62,2.34162,0.58014,1
102,62,2.39162,0.58014,1
103,62,2.44162,0.58014,1
104,62,2.49162,0.58014,1
105,62,2.54162,0.58014,1
106,62,2.59162,0.58014,1
110,62,2.79162,0.58014,1
111,62,2.84162,0.58014,1
113,62,2.94162,0.58014,1
114,62,2.99162,0.58014,1
115,62,3.04162,0.58014,1
116,62,3.09162,0.58014,1
117,62,3.14162,0.58014,1
118,62,3.19162,0.58014,1
119,62,3.24162,0.58014,1
120,62,3.29162,0.58014,1
121,62,3.34162,0.58014,1
122,62,3.39162,0.58014,1
123,62,3.44162,0.58014,1
125,62,3.54162,0.58014,1
127,62,3.64162,0.58014,1
128,62,3.69162,0.58014,1
129,62,3.74162,0.58014,1
130,62,3.79162,0.58014,1
15,63,-1.95838,0.63014,1
16,63,-1.90838,0.63014,1
30,63,-1.20838,0.63014,1
31,63,-1.15838,0.63014,1
32,63,-1.10838,0.63014,1
101,63,2.34162,0.63014,1
102,63,2.39162,0.63014,1
103,63,2.44162,0.63014,1
104,63,2.49162,0.63014,1
105,63,2.54162,0.63014,1
106,63,2.59162,0.63014,1
107,63,2.64162,0.63014,1
108,63,2.69162,0.63014,1
109,63,2.74162,0.63014,1
110,63,2.79162,0.63014,1
112,63,2.89162,0.63014,1
114,63,2.99162,0.63014,1
115,63,3.04162,0.63014,1
116,63,3.09162,0.63014,1
117,63,3.14162,0.63014,1
118,63,3.19162,0.63014,1
120,63,3.29162,0.63014,1
121,63,3.34162,0.63014,1
123,63,3.44162,0.63014,1
125,63,3.54162,0.63014,1
127,63,3.64162,0.63014,1
128,63,3.69162,0.63014,1
129,63,3.74162,0.63014,1
130,63,3.79162,0.63014,1
12,64,-2.10838,0.68014,1
13,64,-2.05838,0.68014,1
14,64,-2.00838,0.68014,1
16,64,-1.90838,0.68014,1
28,64,-1.30838,0.68014,1
29,64,-1.25838,0.68014,1
30,64,-1.20838,0.68014,1
31,64,-1.15838,0.68014,1
100,64,2.29162,0.68014,1
101,64,2.34162,0.68014,1
102,64,2.39162,0.68014,1
103,64,2.44162,0.68014,1
104,64,2.49162,0.68014,1
105,64,2.54162,0.68014,1
106,64,2.59162,0.68014,1
107,64,2.64162,0.68014,1
108,64,2.69162,0.68014,1
109,64,2.74162,0.68014,1
110,64,2.79162,0.68014,1
112,64,2.89162,0.68014,1
114,64,2.99162,0.68014,1
115,64,3.04162,0.68014,1
116,64,3.09162,0.68014,1
117,64,3.14162,0.68014,1
118,64,3.19162,0.68014,1
119,64,3.24162,0.68014,1
120,64,3.29162,0.68014,1
121,64,3.34162,0.68014,1
123,64,3.44162,0.68014,1
124,64,3.49162,0.68014,1
125,64,3.54162,0.68014,1
126,64,3.59162,0.68014,1
127,64,3.64162,0.68014,1
128,64,3.69162,0.68014,1
129,64,3.74162,0.68014,1
130,64,3.79162,0.68014,1
13,65,-2.05838,0.73014,1
16,65,-1.90838,0.73014,1
17,65,-1.85838,0.73014,1
26,65,-1.40838,0.73014,1
71,65,0.84162,0.73014,1
83,65,1.44162,0.73014,1
101,65,2.34162,0.73014,1
102,65,2.39162,0.73014,1
103,65,2.44162,0.73014,1
104,65,2.49162,0.73014,1
105,65,2.54162,0.73014,1
106,65,2.59162,0.73014,1
107,65,2.64162,0.73014,1
