ix,iy,x,y,occupied
68,38,4.11662,1.30514,1
5,39,-2.18338,1.40514,1
6,39,-2.08338,1.40514,1
7,39,-1.98338,1.40514,1
8,39,-1.88338,1.40514,1
9,39,-1.78338,1.40514,1
10,39,-1.68338,1.40514,1
11,39,-1.58338,1.40514,1
32,39,0.51662,1.40514,1
33,39,0.61662,1.40514,1
34,39,0.71662,1.40514,1
38,39,1.11662,1.40514,1
39,39,1.21662,1.40514,1
40,39,1.31662,1.40514,1
41,39,1.41662,1.40514,1
42,39,1.51662,1.40514,1
43,39,1.61662,1.40514,1
44,39,1.71662,1.40514,1
46,39,1.91662,1.40514,1
47,39,2.01662,1.40514,1
48,39,2.11662,1.40514,1
49,39,2.21662,1.40514,1
62,39,3.51662,1.40514,1
64,39,3.71662,1.40514,1
65,39,3.81662,1.40514,1
66,39,3.91662,1.40514,1
67,39,4.01662,1.40514,1
68,39,4.11662,1.40514,1
5,40,-2.18338,1.50514,1
6,40,-2.08338,1.50514,1
8,40,-1.88338,1.50514,1
10,40,-1.68338,1.50514,1
11,40,-1.58338,1.50514,1
32,40,0.51662,1.50514,1
33,40,0.61662,1.50514,1
40,40,1.31662,1.50514,1
44,40,1.71662,1.50514,1
45,40,1.81662,1.50514,1
46,40,1.91662,1.50514,1
47,40,2.01662,1.50514,1
48,40,2.11662,1.50514,1
49,40,2.21662,1.50514,1
50,40,2.31662,1.50514,1
61,40,3.41662,1.50514,1
62,40,3.51662,1.50514,1
63,40,3.61662,1.50514,1
64,40,3.71662,1.50514,1
65,40,3.81662,1.50514,1
66,40,3.91662,1.50514,1
67,40,4.01662,1.50514,1
5,41,-2.18338,1.60514,1
6,41,-2.08338,1.60514,1
8,41,-1.88338,1.60514,1
9,41,-1.78338,1.60514,1
32,41,0.51662,1.60514,1
33,41,0.61662,1.60514,1
42,41,1.51662,1.60514,1
44,41,1.71662,1.60514,1
45,41,1.81662,1.60514,1
47,41,2.01662,1.60514,1
48,41,2.11662,1.60514,1
49,41,2.21662,1.60514,1
56,41,2.91662,1.60514,1
57,41,3.01662,1.60514,1
58,41,3.11662,1.60514,1
59,41,3.21662,1.60514,1
60,41,3.31662,1.60514,1
61,41,3.41662,1.60514,1
62,41,3.51662,1.60514,1
63,41,3.61662,1.60514,1
64,41,3.71662,1.60514,1
65,41,3.81662,1.60514,1
66,41,3.91662,1.60514,1
67,41,4.01662,1.60514,1
6,42,-2.08338,1.70514,1
7,42,-1.98338,1.70514,1
28,42,0.11662,1.70514,1
29,42,0.21662,1.70514,1
30,42,0.31662,1.70514,1
31,42,0.41662,1.70514,1
32,42,0.51662,1.70514,1
33,42,0.61662,1.70514,1
40,42,1.31662,1.70514,1
41,42,1.41662,1.70514,1
42,42,1.51662,1.70514,1
47,42,2.01662,1.70514,1
48,42,2.11662,1.70514,1
49,42,2.21662,1.70514,1
55,42,2.81662,1.70514,1
56,42,2.91662,1.70514,1
57,42,3.01662,1.70514,1
58,42,3.11662,1.70514,1
59,42,3.21662,1.70514,1
60,42,3.31662,1.70514,1
61,42,3.41662,1.70514,1
62,42,3.51662,1.70514,1
63,42,3.61662,1.70514,1
64,42,3.71662,1.70514,1
65,42,3.81662,1.70514,1
66,42,3.91662,1.70514,1
67,42,4.01662,1.70514,1
6,43,-2.08338,1.80514,1
7,43,-1.98338,1.80514,1
24,43,-0.28338,1.80514,1
25,43,-0.18338,1.80514,1
26,43,-0.08338,1.80514,1
27,43,0.01662,1.80514,1
28,43,0.11662,1.80514,1
29,43,0.21662,1.80514,1
30,43,0.31662,1.80514,1
31,43,0.41662,1.80514,1
32,43,0.51662,1.80514,1
33,43,0.61662,1.80514,1
38,43,1.11662,1.80514,1
39,43,1.21662,1.80514,1
40,43,1.31662,1.80514,1
41,43,1.41662,1.80514,1
42,43,1.51662,1.80514,1
43,43,1.61662,1.80514,1
44,43,1.71662,1.80514,1
45,43,1.81662,1.80514,1
46,43,1.91662,1.80514,1
47,43,2.01662,1.80514,1
48,43,2.11662,1.80514,1
49,43,2.21662,1.80514,1
55,43,2.81662,1.80514,1
56,43,2.91662,1.80514,1
57,43,3.01662,1.80514,1
58,43,3.11662,1.80514,1
59,43,3.21662,1.80514,1
60,43,3.31662,1.80514,1
63,43,3.61662,1.80514,1
64,43,3.71662,1.80514,1
65,43,3.81662,1.80514,1
66,43,3.91662,1.80514,1
6,44,-2.08338,1.90514,1
7,44,-1.98338,1.90514,1
25,44,-0.18338,1.90514,1
26,44,-0.08338,1.90514,1
27,44,0.01662,1.90514,1
28,44,0.11662,1.90514,1
29,44,0.21662,1.90514,1
30,44,0.31662,1.90514,1
31,44,0.41662,1.90514,1
32,44,0.51662,1.90514,1
33,44,0.61662,1.90514,1
34,44,0.71662,1.90514,1
35,44,0.81662,1.90514,1
38,44,1.11662,1.90514,1
39,44,1.21662,1.90514,1
40,44,1.31662,1.90514,1
41,44,1.41662,1.90514,1
42,44,1.51662,1.90514,1
43,44,1.61662,1.90514,1
44,44,1.71662,1.90514,1
47,44,2.01662,1.90514,1
48,44,2.11662,1.90514,1
50,44,2.31662,1.90514,1
6,45,-2.08338,2.00514,1
7,45,-1.98338,2.00514,1
21,45,-0.58338,2.00514,1
24,45,-0.28338,2.00514,1
25,45,-0.18338,2.00514,1
26,45,-0.08338,2.00514,1
27,45,0.01662,2.00514,1
28,45,0.11662,2.00514,1
29,45,0.21662,2.00514,1
30,45,0.31662,2.00514,1
31,45,0.41662,2.00514,1
32,45,0.51662,2.00514,1
33,45,0.61662,2.00514,1
34,45,0.71662,2.00514,1
36,45,0.91662,2.00514,1
37,45,1.01662,2.00514,1
40,45,1.31662,2.00514,1
42,45,1.51662,2.00514,1
43,45,1.61662,2.00514,1
44,45,1.71662,2.00514,1
45,45,1.81662,2.00514,1
47,45,2.01662,2.00514,1
49,45,2.21662,2.00514,1
50,45,2.31662,2.00514,1
51,45,2.41662,2.00514,1
54,45,2.71662,2.00514,1
55,45,2.81662,2.00514,1
56,45,2.91662,2.00514,1
6,46,-2.08338,2.10514,1
7,46,-1.98338,2.10514,1
24,46,-0.28338,2.10514,1
25,46,-0.18338,2.10514,1
26,46,-0.08338,2.10514,1
27,46,0.01662,2.10514,1
28,46,0.11662,2.10514,1
29,46,0.21662,2.10514,1
30,46,0.31662,2.10514,1
31,46,0.41662,2.10514,1
32,46,0.51662,2.10514,1
33,46,0.61662,2.10514,1
34,46,0.71662,2.10514,1
35,46,0.81662,2.10514,1
36,46,0.91662,2.10514,1
37,46,1.01662,2.10514,1
39,46,1.21662,2.10514,1
40,46,1.31662,2.10514,1
41,46,1.41662,2.10514,1
42,46,1.51662,2.10514,1
43,46,1.61662,2.10514,1
44,46,1.71662,2.10514,1
45,46,1.81662,2.10514,1
46,46,1.91662,2.10514,1
47,46,2.01662,2.10514,1
48,46,2.11662,2.10514,1
49,46,2.21662,2.10514,1
50,46,2.31662,2.10514,1
51,46,2.41662,2.10514,1
52,46,2.51662,2.10514,1
53,46,2.61662,2.10514,1
54,46,2.71662,2.10514,1
55,46,2.81662,2.10514,1
56,46,2.91662,2.10514,1
6,47,-2.08338,2.20514,1
7,47,-1.98338,2.20514,1
8,47,-1.88338,2.20514,1
24,47,-0.28338,2.20514,1
25,47,-0.18338,2.20514,1
26,47,-0.08338,2.20514,1
27,47,0.01662,2.20514,1
28,47,0.11662,2.20514,1
29,47,0.21662,2.20514,1
30,47,0.31662,2.20514,1
31,47,0.41662,2.20514,1
32,47,0.51662,2.20514,1
33,47,0.61662,2.20514,1
34,47,0.71662,2.20514,1
35,47,0.81662,2.20514,1
37,47,1.01662,2.20514,1
38,47,1.11662,2.20514,1
39,47,1.21662,2.20514,1
41,47,1.41662,2.20514,1
42,47,1.51662,2.20514,1
43,47,1.61662,2.20514,1
44,47,1.71662,2.20514,1
45,47,1.81662,2.20514,1
46,47,1.91662,2.20514,1
47,47,2.01662,2.20514,1
48,47,2.11662,2.20514,1
49,47,2.21662,2.20514,1
50,47,2.31662,2.20514,1
51,47,2.41662,2.20514,1
52,47,2.51662,2.20514,1
6,48,-2.08338,2.30514,1
7,48,-1.98338,2.30514,1
8,48,-1.88338,2.30514,1
25,48,-0.18338,2.30514,1
26,48,-0.08338,2.30514,1
27,48,0.01662,2.30514,1
28,48,0.11662,2.30514,1
29,48,0.21662,2.30514,1
30,48,0.31662,2.30514,1
31,48,0.41662,2.30514,1
32,48,0.51662,2.30514,1
34,48,0.71662,2.30514,1
35,48,0.81662,2.30514,1
36,48,0.91662,2.30514,1
37,48,1.01662,2.30514,1
38,48,1.11662,2.30514,1
39,48,1.21662,2.30514,1
40,48,1.31662,2.30514,1
41,48,1.41662,2.30514,1
42,48,1.51662,2.30514,1
43,48,1.61662,2.30514,1
44,48,1.71662,2.30514,1
45,48,1.81662,2.30514,1
46,48,1.91662,2.30514,1
47,48,2.01662,2.30514,1
7,49,-1.98338,2.40514,1
8,49,-1.88338,2.40514,1
25,49,-0.18338,2.40514,1
26,49,-0.08338,2.40514,1
27,49,0.01662,2.40514,1
28,49,0.11662,2.40514,1
29,49,0.21662,2.40514,1
30,49,0.31662,2.40514,1
31,49,0.41662,2.40514,1
32,49,0.51662,2.40514,1
35,49,0.81662,2.40514,1
36,49,0.91662,2.40514,1
37,49,1.01662,2.40514,1
38,49,1.11662,2.40514,1
39,49,1.21662,2.40514,1
40,49,1.31662,2.40514,1
41,49,1.41662,2.40514,1
42,49,1.51662,2.40514,1
7,50,-1.98338,2.50514,1
8,50,-1.88338,2.50514,1
9,50,-1.78338,2.50514,1
22,50,-0.48338,2.50514,1
23,50,-0.38338,2.50514,1
24,50,-0.28338,2.50514,1
25,50,-0.18338,2.50514,1
26,50,-0.08338,2.50514,1
27,50,0.01662,2.50514,1
28,50,0.11662,2.50514,1
29,50,0.21662,2.50514,1
30,50,0.31662,2.50514,1
31,50,0.41662,2.50514,1
32,50,0.51662,2.50514,1
36,50,0.91662,2.50514,1
39,50,1.21662,2.50514,1
44,50,1.71662,2.50514,1
7,51,-1.98338,2.60514,1
8,51,-1.88338,2.60514,1
9,51,-1.78338,2.60514,1
10,51,-1.68338,2.60514,1
13,51,-1.38338,2.60514,1
15,51,-1.18338,2.60514,1
17,51,-0.98338,2.60514,1
18,51,-0.88338,2.60514,1
19,51,-0.78338,2.60514,1
20,51,-0.68338,2.60514,1
21,51,-0.58338,2.60514,1
22,51,-0.48338,2.60514,1
23,51,-0.38338,2.60514,1
24,51,-0.28338,2.60514,1
25,51,-0.18338,2.60514,1
26,51,-0.08338,2.60514,1
27,51,0.01662,2.60514,1
28,51,0.11662,2.60514,1
29,51,0.21662,2.60514,1
7,52,-1.98338,2.70514,1
8,52,-1.88338,2.70514,1
9,52,-1.78338,2.70514,1
10,52,-1.68338,2.70514,1
11,52,-1.58338,2.70514,1
12,52,-1.48338,2.70514,1
13,52,-1.38338,2.70514,1
14,52,-1.28338,2.70514,1
15,52,-1.18338,2.70514,1
16,52,-1.08338,2.70514,1
17,52,-0.98338,2.70514,1
18,52,-0.88338,2.70514,1
19,52,-0.78338,2.70514,1
20,52,-0.68338,2.70514,1
21,52,-0.58338,2.70514,1
22,52,-0.48338,2.70514,1
23,52,-0.38338,2.70514,1
24,52,-0.28338,2.70514,1
25,52,-0.18338,2.70514,1
8,53,-1.88338,2.80514,1
9,53,-1.78338,2.80514,1
10,53,-1.68338,2.80514,1
11,53,-1.58338,2.80514,1
12,53,-1.48338,2.80514,1
13,53,-1.38338,2.80514,1
14,53,-1.28338,2.80514,1
15,53,-1.18338,2.80514,1
16,53,-1.08338,2.80514,1
17,53,-0.98338,2.80514,1
8,54,-1.88338,2.90514,1
9,54,-1.78338,2.90514,1
10,54,-1.68338,2.90514,1
